id,jornada,local,visitante,goles_local,goles_visitante,goleadores,asistencias,penaltis,alineacion_local,alineacion_visitante,amarillas,rojas,suspension_5_amarillas,lesiones,tarjetas_staff
298,30,Fulham,Nottingham Forest,1,2,Jugador41;Jugador328;Jugador133,Jugador361;Jugador346,,"Jugador397,Jugador338,Jugador209,Jugador325,Jugador260,Jugador392,Jugador210,Jugador9,Jugador353,Jugador374,Jugador349","Jugador339,Jugador247,Jugador36,Jugador305,Jugador127,Jugador154,Jugador261,Jugador321,Jugador165,Jugador256,Jugador72",Jugador119;Jugador20;Jugador85;Jugador238;Jugador378;Jugador274,Jugador18,,Jugador389 (lesión),
299,30,Bournemouth,Crystal Palace,4,3,Jugador373;Jugador107;Jugador264;Jugador317;Jugador165;Jugador259;Jugador57,Jugador214;Jugador53;Jugador30;Jugador82;Jugador222;Jugador146,,"Jugador279,Jugador133,Jugador147,Jugador214,Jugador215,Jugador118,Jugador79,Jugador322,Jugador296,Jugador188,Jugador267","Jugador381,Jugador28,Jugador121,Jugador280,Jugador330,Jugador150,Jugador291,Jugador340,Jugador363,Jugador78,Jugador353",Jugador342;Jugador130;Jugador194;Jugador26,,,,
300,30,Liverpool,Chelsea,0,3,Jugador209;Jugador119;Jugador248,Jugador312;Jugador62,Jugador209 (penalti),"Jugador129,Jugador10,Jugador336,Jugador286,Jugador234,Jugador394,Jugador150,Jugador135,Jugador158,Jugador376,Jugador130","Jugador391,Jugador54,Jugador100,Jugador228,Jugador232,Jugador67,Jugador129,Jugador309,Jugador329,Jugador80,Jugador142",Jugador388;Jugador47;Jugador99,,,,
301,31,Brighton,Crystal Palace,2,4,Jugador71;Jugador253;Jugador100;Jugador137;Jugador354;Jugador303,Jugador382;Jugador204;Jugador205;Jugador9;Jugador308,,"Jugador122,Jugador213,Jugador215,Jugador322,Jugador148,Jugador387,Jugador388,Jugador356,Jugador393,Jugador209,Jugador340","Jugador145,Jugador165,Jugador290,Jugador242,Jugador133,Jugador382,Jugador90,Jugador374,Jugador89,Jugador39,Jugador375",Jugador387;Jugador84;Jugador65,Jugador21,,,
302,31,Fulham,Manchester United,3,0,Jugador388;Jugador243;Jugador95,Jugador5;Jugador279,Jugador388 (penalti),"Jugador377,Jugador78,Jugador225,Jugador248,Jugador215,Jugador54,Jugador200,Jugador192,Jugador319,Jugador188,Jugador11","Jugador50,Jugador100,Jugador84,Jugador244,Jugador242,Jugador143,Jugador311,Jugador106,Jugador76,Jugador93,Jugador86",Jugador123;Jugador151;Jugador343;Jugador94;Jugador204;Jugador90,,,Jugador182 (lesión),
303,31,Nottingham Forest,Luton Town,3,4,Jugador9;Jugador102;Jugador289;Jugador49;Jugador98;Jugador71;Jugador42,Jugador223;Jugador364;Jugador170;Jugador15;Jugador249;Jugador19,,"Jugador341,Jugador66,Jugador149,Jugador72,Jugador384,Jugador18,Jugador399,Jugador159,Jugador229,Jugador338,Jugador389","Jugador366,Jugador220,Jugador356,Jugador253,Jugador354,Jugador110,Jugador338,Jugador80,Jugador242,Jugador149,Jugador287",,Jugador95;Jugador397,,,
304,31,Aston Villa,Brentford,3,0,Jugador224;Jugador307;Jugador62,Jugador109;Jugador77,,"Jugador293,Jugador270,Jugador118,Jugador62,Jugador245,Jugador381,Jugador209,Jugador286,Jugador1,Jugador97,Jugador137","Jugador102,Jugador321,Jugador99,Jugador151,Jugador203,Jugador388,Jugador107,Jugador251,Jugador252,Jugador86,Jugador358",Jugador337;Jugador289;Jugador302;Jugador264;Jugador297;Jugador376,,,,
305,31,Liverpool,Everton,2,4,Jugador168;Jugador144;Jugador355;Jugador319;Jugador7;Jugador218,Jugador283;Jugador74;Jugador98;Jugador36;Jugador197,,"Jugador40,Jugador15,Jugador116,Jugador67,Jugador295,Jugador68,Jugador199,Jugador271,Jugador171,Jugador18,Jugador270","Jugador359,Jugador198,Jugador232,Jugador344,Jugador250,Jugador62,Jugador144,Jugador104,Jugador55,Jugador248,Jugador225",Jugador345;Jugador337;Jugador382;Jugador98;Jugador374,Jugador253,,,
306,31,Burnley,Wolves,3,3,Jugador321;Jugador227;Jugador172;Jugador26;Jugador380;Jugador335,Jugador112;Jugador66;Jugador376;Jugador34;Jugador76,,"Jugador28,Jugador220,Jugador296,Jugador302,Jugador318,Jugador92,Jugador335,Jugador178,Jugador336,Jugador8,Jugador26","Jugador12,Jugador18,Jugador233,Jugador389,Jugador228,Jugador196,Jugador376,Jugador305,Jugador229,Jugador285,Jugador333",,Jugador128,,,
307,31,Sheffield United,Bournemouth,4,3,Jugador320;Jugador114;Jugador366;Jugador46;Jugador388;Jugador351;Jugador1,Jugador12;Jugador55;Jugador278;Jugador310;Jugador241;Jugador48,,"Jugador334,Jugador236,Jugador41,Jugador106,Jugador397,Jugador337,Jugador246,Jugador263,Jugador206,Jugador114,Jugador27","Jugador35,Jugador388,Jugador243,Jugador376,Jugador251,Jugador170,Jugador103,Jugador386,Jugador380,Jugador261,Jugador12",Jugador58;Jugador130;Jugador173;Jugador59;Jugador365;Jugador286,Jugador156;Jugador96,Jugador58 (pierde próximo partido),,
308,31,West Ham,Newcastle,0,1,Jugador158,,,"Jugador351,Jugador15,Jugador54,Jugador328,Jugador133,Jugador101,Jugador226,Jugador355,Jugador397,Jugador95,Jugador92","Jugador170,Jugador372,Jugador308,Jugador171,Jugador306,Jugador256,Jugador159,Jugador77,Jugador379,Jugador95,Jugador382",Jugador60;Jugador308,Jugador107,,,Staff Newcastle (amarilla)
309,31,Chelsea,Tottenham,2,4,Jugador156;Jugador118;Jugador294;Jugador223;Jugador158;Jugador121,Jugador67;Jugador122;Jugador108;Jugador203;Jugador64,,"Jugador107,Jugador89,Jugador395,Jugador283,Jugador212,Jugador26,Jugador71,Jugador20,Jugador325,Jugador116,Jugador177","Jugador256,Jugador145,Jugador265,Jugador210,Jugador247,Jugador5,Jugador177,Jugador100,Jugador336,Jugador102,Jugador352",,Jugador3;Jugador266,,,
310,31,Arsenal,Manchester City,1,1,Jugador236;Jugador87,Jugador333,Jugador236 (penalti),"Jugador29,Jugador56,Jugador208,Jugador283,Jugador249,Jugador344,Jugador73,Jugador275,Jugador218,Jugador120,Jugador355","Jugador108,Jugador139,Jugador347,Jugador391,Jugador377,Jugador309,Jugador267,Jugador142,Jugador290,Jugador55,Jugador7",Jugador344,Jugador337,,,Staff Manchester City (amarilla)
311,32,Burnley,Luton Town,3,1,Jugador81;Jugador130;Jugador187;Jugador207,Jugador339;Jugador129;Jugador343,,"Jugador225,Jugador82,Jugador139,Jugador350,Jugador294,Jugador108,Jugador377,Jugador99,Jugador232,Jugador19,Jugador396","Jugador267,Jugador276,Jugador265,Jugador169,Jugador202,Jugador321,Jugador218,Jugador5,Jugador344,Jugador163,Jugador336",Jugador169;Jugador140;Jugador350;Jugador242;Jugador384,Jugador116,,,
312,32,Brentford,Tottenham,1,0,Jugador73,,,"Jugador302,Jugador170,Jugador51,Jugador143,Jugador21,Jugador224,Jugador120,Jugador66,Jugador370,Jugador205,Jugador219","Jugador323,Jugador338,Jugador133,Jugador75,Jugador320,Jugador180,Jugador170,Jugador276,Jugador101,Jugador361,Jugador17",,,,,
313,32,Manchester United,Arsenal,0,3,Jugador286;Jugador185;Jugador61,Jugador178;Jugador20,Jugador286 (penalti),"Jugador124,Jugador303,Jugador231,Jugador321,Jugador171,Jugador318,Jugador391,Jugador41,Jugador163,Jugador210,Jugador383","Jugador156,Jugador186,Jugador202,Jugador212,Jugador279,Jugador354,Jugador220,Jugador177,Jugador259,Jugador71,Jugador79",Jugador275;Jugador123;Jugador199;Jugador363,,,,
314,32,Liverpool,Brighton,4,0,Jugador144;Jugador28;Jugador278;Jugador12,Jugador330;Jugador96;Jugador1,,"Jugador310,Jugador63,Jugador256,Jugador97,Jugador223,Jugador191,Jugador322,Jugador356,Jugador132,Jugador174,Jugador156","Jugador330,Jugador56,Jugador49,Jugador86,Jugador124,Jugador276,Jugador324,Jugador347,Jugador290,Jugador59,Jugador210",Jugador390;Jugador16;Jugador166,Jugador292,,,
315,32,Everton,Manchester City,2,1,Jugador355;Jugador327;Jugador161,Jugador171;Jugador112,,"Jugador201,Jugador383,Jugador380,Jugador156,Jugador257,Jugador190,Jugador282,Jugador227,Jugador166,Jugador83,Jugador41","Jugador59,Jugador46,Jugador168,Jugador279,Jugador270,Jugador216,Jugador12,Jugador211,Jugador146,Jugador96,Jugador105",Jugador201,,,,
316,32,Wolves,West Ham,1,3,Jugador307;Jugador194;Jugador226;Jugador127,Jugador165;Jugador149;Jugador32,,"Jugador164,Jugador162,Jugador133,Jugador124,Jugador1,Jugador83,Jugador234,Jugador175,Jugador169,Jugador212,Jugador59","Jugador262,Jugador322,Jugador332,Jugador255,Jugador230,Jugador231,Jugador174,Jugador394,Jugador47,Jugador55,Jugador41",Jugador258;Jugador333;Jugador283;Jugador200;Jugador149;Jugador181,Jugador304,,,
317,32,Sheffield United,Newcastle,4,4,Jugador174;Jugador359;Jugador380;Jugador311;Jugador96;Jugador266;Jugador392;Jugador396,Jugador227;Jugador281;Jugador136;Jugador221;Jugador301;Jugador275;Jugador250,,"Jugador331,Jugador85,Jugador45,Jugador84,Jugador248,Jugador275,Jugador283,Jugador282,Jugador25,Jugador380,Jugador200","Jugador324,Jugador251,Jugador218,Jugador78,Jugador159,Jugador332,Jugador174,Jugador2,Jugador184,Jugador228,Jugador66",Jugador399;Jugador175;Jugador379;Jugador9,Jugador30,,,
318,32,Nottingham Forest,Chelsea,3,2,Jugador107;Jugador59;Jugador214;Jugador245;Jugador332,Jugador384;Jugador55;Jugador187;Jugador114,,"Jugador236,Jugador378,Jugador355,Jugador297,Jugador32,Jugador51,Jugador44,Jugador287,Jugador178,Jugador245,Jugador171","Jugador138,Jugador115,Jugador319,Jugador76,Jugador192,Jugador221,Jugador340,Jugador262,Jugador172,Jugador288,Jugador92",Jugador96;Jugador228,Jugador350;Jugador17,,,Staff Chelsea (amarilla)
319,32,Aston Villa,Crystal Palace,3,2,Jugador81;Jugador90;Jugador15;Jugador337;Jugador243,Jugador276;Jugador285;Jugador365;Jugador70,,"Jugador111,Jugador144,Jugador217,Jugador13,Jugador354,Jugador255,Jugador273,Jugador166,Jugador341,Jugador173,Jugador140","Jugador374,Jugador269,Jugador136,Jugador109,Jugador257,Jugador188,Jugador123,Jugador252,Jugador88,Jugador273,Jugador113",Jugador264;Jugador216;Jugador359;Jugador140,,,,
320,32,Fulham,Bournemouth,1,3,Jugador139;Jugador390;Jugador246;Jugador296,Jugador129;Jugador185;Jugador378,,"Jugador156,Jugador33,Jugador240,Jugador183,Jugador53,Jugador186,Jugador210,Jugador258,Jugador54,Jugador223,Jugador83","Jugador339,Jugador235,Jugador75,Jugador53,Jugador138,Jugador103,Jugador310,Jugador76,Jugador245,Jugador152,Jugador400",Jugador95;Jugador359;Jugador360;Jugador34;Jugador353;Jugador208,,,,
321,33,Luton Town,Liverpool,2,1,Jugador63;Jugador243;Jugador294,Jugador208;Jugador158,Jugador63 (penalti),"Jugador389,Jugador138,Jugador86,Jugador139,Jugador382,Jugador331,Jugador239,Jugador85,Jugador39,Jugador219,Jugador124","Jugador335,Jugador271,Jugador172,Jugador43,Jugador32,Jugador383,Jugador354,Jugador393,Jugador281,Jugador328,Jugador299",Jugador245;Jugador118;Jugador267;Jugador122,Jugador143;Jugador79,,,
322,33,Chelsea,Crystal Palace,3,1,Jugador329;Jugador1;Jugador19;Jugador43,Jugador28;Jugador334;Jugador230,,"Jugador185,Jugador265,Jugador237,Jugador341,Jugador182,Jugador385,Jugador62,Jugador370,Jugador335,Jugador114,Jugador346","Jugador59,Jugador218,Jugador145,Jugador146,Jugador24,Jugador69,Jugador232,Jugador89,Jugador47,Jugador186,Jugador329",Jugador264;Jugador216;Jugador313,,,,
323,33,Wolves,Manchester City,1,2,Jugador273;Jugador150;Jugador114,Jugador360;Jugador234,,"Jugador388,Jugador377,Jugador363,Jugador31,Jugador140,Jugador252,Jugador97,Jugador268,Jugador202,Jugador123,Jugador12","Jugador261,Jugador343,Jugador392,Jugador221,Jugador66,Jugador105,Jugador171,Jugador347,Jugador214,Jugador146,Jugador6",Jugador212;Jugador124;Jugador192;Jugador54,Jugador256;Jugador196,,,
324,33,Manchester United,Burnley,1,4,Jugador261;Jugador156;Jugador376;Jugador57;Jugador357,Jugador46;Jugador174;Jugador172;Jugador176,,"Jugador240,Jugador28,Jugador2,Jugador29,Jugador236,Jugador326,Jugador193,Jugador358,Jugador322,Jugador142,Jugador253","Jugador74,Jugador156,Jugador267,Jugador76,Jugador180,Jugador294,Jugador166,Jugador243,Jugador129,Jugador188,Jugador121",Jugador127,Jugador193;Jugador155,,,
325,33,West Ham,Sheffield United,2,4,Jugador163;Jugador298;Jugador321;Jugador102;Jugador356;Jugador122,Jugador178;Jugador271;Jugador294;Jugador142;Jugador115,,"Jugador8,Jugador399,Jugador297,Jugador374,Jugador89,Jugador54,Jugador143,Jugador138,Jugador76,Jugador223,Jugador300","Jugador12,Jugador329,Jugador286,Jugador153,Jugador393,Jugador65,Jugador2,Jugador21,Jugador345,Jugador154,Jugador88",Jugador236;Jugador248;Jugador77;Jugador128;Jugador124;Jugador157,Jugador382,,,
326,33,Arsenal,Bournemouth,3,1,Jugador306;Jugador399;Jugador141;Jugador395,Jugador264;Jugador213;Jugador204,,"Jugador231,Jugador284,Jugador387,Jugador378,Jugador245,Jugador72,Jugador18,Jugador74,Jugador257,Jugador186,Jugador210","Jugador252,Jugador228,Jugador98,Jugador298,Jugador279,Jugador76,Jugador77,Jugador246,Jugador103,Jugador133,Jugador122",Jugador122;Jugador356;Jugador226,,Jugador122 (pierde próximo partido),,
327,33,Nottingham Forest,Brentford,4,3,Jugador398;Jugador273;Jugador357;Jugador121;Jugador79;Jugador135;Jugador161,Jugador159;Jugador277;Jugador90;Jugador174;Jugador256;Jugador203,,"Jugador167,Jugador383,Jugador29,Jugador25,Jugador275,Jugador344,Jugador23,Jugador278,Jugador165,Jugador197,Jugador137","Jugador271,Jugador349,Jugador116,Jugador382,Jugador261,Jugador72,Jugador160,Jugador115,Jugador99,Jugador216,Jugador338",Jugador387,Jugador221,,,
328,33,Aston Villa,Fulham,0,4,Jugador187;Jugador339;Jugador333;Jugador20,Jugador331;Jugador35;Jugador27,,"Jugador337,Jugador270,Jugador349,Jugador97,Jugador356,Jugador99,Jugador332,Jugador56,Jugador230,Jugador90,Jugador195","Jugador270,Jugador242,Jugador196,Jugador169,Jugador69,Jugador101,Jugador250,Jugador112,Jugador31,Jugador245,Jugador388",Jugador163;Jugador231;Jugador62;Jugador117;Jugador105;Jugador378,Jugador116,Jugador378 (pierde próximo partido),,Staff Fulham (amarilla)
329,33,Brighton,Tottenham,4,0,Jugador166;Jugador250;Jugador301;Jugador154,Jugador224;Jugador137;Jugador27,Jugador166 (penalti),"Jugador215,Jugador295,Jugador37,Jugador218,Jugador334,Jugador315,Jugador377,Jugador101,Jugador79,Jugador198,Jugador4","Jugador33,Jugador255,Jugador350,Jugador119,Jugador222,Jugador105,Jugador361,Jugador233,Jugador250,Jugador124,Jugador65",Jugador276;Jugador136;Jugador154;Jugador96,Jugador240;Jugador256,,,
330,33,Everton,Newcastle,2,3,Jugador344;Jugador349;Jugador350;Jugador125;Jugador217,Jugador139;Jugador290;Jugador16;Jugador377,,"Jugador3,Jugador170,Jugador274,Jugador110,Jugador121,Jugador163,Jugador21,Jugador259,Jugador129,Jugador128,Jugador126","Jugador121,Jugador108,Jugador153,Jugador1,Jugador222,Jugador356,Jugador99,Jugador268,Jugador252,Jugador325,Jugador337",Jugador360,Jugador122,,,
331,34,Manchester United,Manchester City,3,4,Jugador73;Jugador81;Jugador112;Jugador96;Jugador148;Jugador107;Jugador243,Jugador130;Jugador315;Jugador2;Jugador182;Jugador360;Jugador394,,"Jugador235,Jugador303,Jugador156,Jugador66,Jugador13,Jugador155,Jugador8,Jugador102,Jugador354,Jugador221,Jugador26","Jugador193,Jugador268,Jugador357,Jugador9,Jugador249,Jugador187,Jugador323,Jugador59,Jugador105,Jugador95,Jugador263",,Jugador207;Jugador167,,,
332,34,Wolves,Bournemouth,4,4,Jugador34;Jugador250;Jugador216;Jugador161;Jugador56;Jugador347;Jugador324;Jugador190,Jugador30;Jugador28;Jugador79;Jugador296;Jugador361;Jugador324;Jugador186,,"Jugador194,Jugador395,Jugador355,Jugador190,Jugador358,Jugador292,Jugador157,Jugador47,Jugador217,Jugador376,Jugador382","Jugador83,Jugador331,Jugador329,Jugador188,Jugador224,Jugador178,Jugador398,Jugador380,Jugador194,Jugador29,Jugador299",Jugador3;Jugador94;Jugador135;Jugador73;Jugador43;Jugador7,Jugador348;Jugador336,,,
333,34,Crystal Palace,Newcastle,4,2,Jugador225;Jugador202;Jugador74;Jugador219;Jugador397;Jugador237,Jugador181;Jugador23;Jugador109;Jugador111;Jugador41,,"Jugador11,Jugador189,Jugador267,Jugador40,Jugador324,Jugador88,Jugador378,Jugador382,Jugador129,Jugador303,Jugador143","Jugador319,Jugador144,Jugador382,Jugador149,Jugador12,Jugador60,Jugador321,Jugador27,Jugador104,Jugador138,Jugador260",Jugador231;Jugador376;Jugador353;Jugador106;Jugador216;Jugador344,,,,
334,34,Luton Town,Aston Villa,0,1,Jugador229,,Jugador229 (penalti),"Jugador383,Jugador299,Jugador33,Jugador126,Jugador287,Jugador22,Jugador177,Jugador320,Jugador382,Jugador109,Jugador153","Jugador266,Jugador181,Jugador26,Jugador331,Jugador302,Jugador3,Jugador244,Jugador379,Jugador355,Jugador138,Jugador123",Jugador120;Jugador46;Jugador117;Jugador321;Jugador156;Jugador354,Jugador200;Jugador89,Jugador117 (pierde próximo partido),,
335,34,Nottingham Forest,Sheffield United,2,4,Jugador165;Jugador181;Jugador319;Jugador131;Jugador347;Jugador121,Jugador170;Jugador315;Jugador71;Jugador327;Jugador335,,"Jugador311,Jugador134,Jugador2,Jugador104,Jugador249,Jugador233,Jugador306,Jugador296,Jugador197,Jugador267,Jugador188","Jugador226,Jugador217,Jugador358,Jugador303,Jugador143,Jugador42,Jugador112,Jugador341,Jugador281,Jugador301,Jugador321",Jugador241;Jugador203;Jugador253;Jugador288;Jugador144,Jugador393;Jugador276,,Jugador76 (lesión),
336,34,West Ham,Brighton,2,4,Jugador81;Jugador335;Jugador326;Jugador73;Jugador219;Jugador378,Jugador261;Jugador61;Jugador90;Jugador293;Jugador159,,"Jugador229,Jugador400,Jugador69,Jugador228,Jugador331,Jugador34,Jugador124,Jugador391,Jugador151,Jugador45,Jugador107","Jugador63,Jugador360,Jugador339,Jugador55,Jugador165,Jugador132,Jugador308,Jugador15,Jugador88,Jugador361,Jugador368",Jugador161;Jugador104;Jugador125;Jugador225;Jugador306,Jugador26,,,
337,34,Brentford,Tottenham,4,2,Jugador115;Jugador27;Jugador289;Jugador396;Jugador293;Jugador224,Jugador154;Jugador237;Jugador88;Jugador122;Jugador347,Jugador115 (penalti),"Jugador385,Jugador291,Jugador6,Jugador383,Jugador297,Jugador70,Jugador170,Jugador28,Jugador145,Jugador7,Jugador321","Jugador328,Jugador19,Jugador145,Jugador140,Jugador225,Jugador273,Jugador161,Jugador96,Jugador396,Jugador340,Jugador256",Jugador132;Jugador76;Jugador47;Jugador44;Jugador16;Jugador210,Jugador27,,,
338,34,Fulham,Everton,1,0,Jugador21,,,"Jugador257,Jugador103,Jugador113,Jugador160,Jugador298,Jugador1,Jugador317,Jugador313,Jugador271,Jugador397,Jugador19","Jugador91,Jugador71,Jugador16,Jugador314,Jugador369,Jugador349,Jugador82,Jugador182,Jugador104,Jugador282,Jugador190",Jugador387;Jugador233,Jugador169;Jugador273,,,
339,34,Chelsea,Liverpool,3,0,Jugador60;Jugador362;Jugador342,Jugador146;Jugador27,Jugador60 (penalti),"Jugador33,Jugador256,Jugador133,Jugador385,Jugador194,Jugador211,Jugador39,Jugador74,Jugador86,Jugador226,Jugador78","Jugador306,Jugador109,Jugador359,Jugador70,Jugador164,Jugador347,Jugador147,Jugador288,Jugador193,Jugador254,Jugador160",Jugador212;Jugador11;Jugador287;Jugador185;Jugador167,Jugador293,,,
340,34,Arsenal,Burnley,0,0,,,,"Jugador199,Jugador325,Jugador273,Jugador270,Jugador114,Jugador398,Jugador318,Jugador283,Jugador260,Jugador378,Jugador71","Jugador86,Jugador380,Jugador167,Jugador223,Jugador390,Jugador235,Jugador368,Jugador373,Jugador176,Jugador55,Jugador187",Jugador295;Jugador147;Jugador173;Jugador10;Jugador67;Jugador278,Jugador179,,,Staff Burnley (amarilla)
341,35,Luton Town,Liverpool,1,0,Jugador295,,,"Jugador188,Jugador350,Jugador306,Jugador31,Jugador374,Jugador338,Jugador239,Jugador328,Jugador139,Jugador300,Jugador89","Jugador264,Jugador148,Jugador280,Jugador285,Jugador385,Jugador206,Jugador331,Jugador23,Jugador380,Jugador175,Jugador272",Jugador141;Jugador279;Jugador231;Jugador144;Jugador339,Jugador214,,Jugador85 (lesión),Staff Liverpool (amarilla)
342,35,Wolves,Nottingham Forest,2,3,Jugador252;Jugador123;Jugador326;Jugador122;Jugador384,Jugador64;Jugador5;Jugador187;Jugador69,,"Jugador374,Jugador268,Jugador390,Jugador323,Jugador340,Jugador146,Jugador186,Jugador76,Jugador122,Jugador162,Jugador57","Jugador315,Jugador193,Jugador137,Jugador371,Jugador117,Jugador178,Jugador99,Jugador389,Jugador360,Jugador44,Jugador155",Jugador226;Jugador307;Jugador245;Jugador59;Jugador269;Jugador170,Jugador320,,,
343,35,Chelsea,Aston Villa,3,2,Jugador306;Jugador360;Jugador341;Jugador370;Jugador387,Jugador395;Jugador123;Jugador160;Jugador268,,"Jugador243,Jugador2,Jugador111,Jugador282,Jugador379,Jugador333,Jugador253,Jugador343,Jugador161,Jugador228,Jugador92","Jugador156,Jugador90,Jugador251,Jugador332,Jugador334,Jugador243,Jugador52,Jugador387,Jugador5,Jugador193,Jugador165",Jugador11;Jugador305;Jugador61,Jugador152;Jugador178,,,
344,35,Brentford,Manchester City,0,2,Jugador376;Jugador25,Jugador194,Jugador376 (penalti),"Jugador290,Jugador37,Jugador227,Jugador347,Jugador374,Jugador94,Jugador256,Jugador295,Jugador160,Jugador39,Jugador75","Jugador265,Jugador283,Jugador252,Jugador317,Jugador153,Jugador364,Jugador255,Jugador375,Jugador214,Jugador231,Jugador261",Jugador36,,,,
345,35,Sheffield United,Bournemouth,1,1,Jugador283;Jugador71,Jugador320,Jugador283 (penalti),"Jugador239,Jugador334,Jugador236,Jugador329,Jugador318,Jugador345,Jugador53,Jugador118,Jugador312,Jugador80,Jugador141","Jugador147,Jugador340,Jugador372,Jugador174,Jugador291,Jugador380,Jugador383,Jugador50,Jugador310,Jugador358,Jugador117",Jugador178;Jugador333;Jugador206,Jugador79;Jugador60,,,
346,35,Everton,Burnley,4,1,Jugador123;Jugador26;Jugador153;Jugador76;Jugador265,Jugador165;Jugador19;Jugador54;Jugador200,,"Jugador16,Jugador305,Jugador224,Jugador176,Jugador85,Jugador369,Jugador2,Jugador376,Jugador251,Jugador142,Jugador117","Jugador85,Jugador381,Jugador218,Jugador17,Jugador317,Jugador303,Jugador253,Jugador285,Jugador36,Jugador345,Jugador64",Jugador357;Jugador134,Jugador327,,,
347,35,Tottenham,Manchester United,4,4,Jugador124;Jugador44;Jugador114;Jugador98;Jugador55;Jugador228;Jugador78;Jugador105,Jugador333;Jugador283;Jugador332;Jugador43;Jugador134;Jugador218;Jugador319,,"Jugador45,Jugador17,Jugador248,Jugador111,Jugador383,Jugador374,Jugador64,Jugador34,Jugador23,Jugador115,Jugador61","Jugador349,Jugador100,Jugador20,Jugador241,Jugador156,Jugador138,Jugador299,Jugador281,Jugador260,Jugador268,Jugador186",Jugador94;Jugador38;Jugador361,Jugador178;Jugador210,,,
348,35,Fulham,West Ham,2,2,Jugador142;Jugador272;Jugador12;Jugador36,Jugador57;Jugador50;Jugador226,,"Jugador183,Jugador143,Jugador102,Jugador400,Jugador166,Jugador53,Jugador130,Jugador225,Jugador123,Jugador134,Jugador221","Jugador300,Jugador371,Jugador272,Jugador12,Jugador167,Jugador154,Jugador215,Jugador150,Jugador74,Jugador162,Jugador273",Jugador293;Jugador207,Jugador84,,Jugador384 (lesión),Staff West Ham (amarilla)
349,35,Newcastle,Brighton,1,2,Jugador64;Jugador165;Jugador95,Jugador261;Jugador14,Jugador64 (penalti),"Jugador359,Jugador316,Jugador197,Jugador278,Jugador203,Jugador355,Jugador334,Jugador1,Jugador338,Jugador321,Jugador313","Jugador391,Jugador294,Jugador46,Jugador39,Jugador315,Jugador14,Jugador63,Jugador80,Jugador303,Jugador13,Jugador321",Jugador372;Jugador304;Jugador360;Jugador84;Jugador20;Jugador188,Jugador48,,Jugador247 (lesión),
350,35,Crystal Palace,Arsenal,1,2,Jugador319;Jugador172;Jugador89,Jugador319;Jugador335,,"Jugador292,Jugador84,Jugador284,Jugador34,Jugador385,Jugador315,Jugador123,Jugador304,Jugador144,Jugador40,Jugador87","Jugador363,Jugador318,Jugador73,Jugador19,Jugador142,Jugador13,Jugador47,Jugador184,Jugador28,Jugador121,Jugador381",,Jugador247;Jugador230,,,Staff Arsenal (amarilla)
351,36,Brighton,West Ham,2,2,Jugador200;Jugador319;Jugador36;Jugador84,Jugador122;Jugador51;Jugador236,,"Jugador301,Jugador184,Jugador83,Jugador291,Jugador203,Jugador372,Jugador224,Jugador179,Jugador276,Jugador240,Jugador234","Jugador229,Jugador275,Jugador386,Jugador359,Jugador301,Jugador44,Jugador158,Jugador347,Jugador9,Jugador159,Jugador24",Jugador337;Jugador180,Jugador54;Jugador263,,,
352,36,Manchester City,Liverpool,3,3,Jugador244;Jugador296;Jugador384;Jugador198;Jugador182;Jugador48,Jugador159;Jugador239;Jugador226;Jugador262;Jugador125,Jugador244 (penalti),"Jugador57,Jugador296,Jugador54,Jugador197,Jugador179,Jugador89,Jugador360,Jugador67,Jugador93,Jugador24,Jugador41","Jugador205,Jugador219,Jugador48,Jugador88,Jugador92,Jugador59,Jugador306,Jugador133,Jugador215,Jugador63,Jugador90",Jugador378;Jugador98;Jugador282;Jugador45,,,,
353,36,Everton,Newcastle,2,4,Jugador390;Jugador28;Jugador291;Jugador237;Jugador140;Jugador203,Jugador282;Jugador102;Jugador399;Jugador190;Jugador45,,"Jugador211,Jugador210,Jugador164,Jugador55,Jugador234,Jugador131,Jugador120,Jugador73,Jugador378,Jugador232,Jugador359","Jugador172,Jugador62,Jugador181,Jugador35,Jugador327,Jugador357,Jugador191,Jugador378,Jugador281,Jugador353,Jugador352",Jugador306;Jugador82;Jugador322;Jugador279;Jugador164,Jugador71;Jugador52,,,
354,36,Bournemouth,Wolves,4,3,Jugador333;Jugador26;Jugador321;Jugador256;Jugador109;Jugador205;Jugador169,Jugador311;Jugador277;Jugador44;Jugador184;Jugador386;Jugador99,,"Jugador211,Jugador293,Jugador261,Jugador63,Jugador139,Jugador43,Jugador240,Jugador6,Jugador172,Jugador52,Jugador327","Jugador301,Jugador389,Jugador227,Jugador80,Jugador50,Jugador121,Jugador17,Jugador72,Jugador39,Jugador168,Jugador280",Jugador86;Jugador40;Jugador32;Jugador169,,,,
355,36,Luton Town,Burnley,3,4,Jugador246;Jugador264;Jugador182;Jugador65;Jugador371;Jugador22;Jugador131,Jugador163;Jugador396;Jugador173;Jugador79;Jugador390;Jugador319,,"Jugador157,Jugador26,Jugador338,Jugador291,Jugador131,Jugador278,Jugador115,Jugador395,Jugador180,Jugador364,Jugador175","Jugador277,Jugador212,Jugador137,Jugador35,Jugador174,Jugador154,Jugador390,Jugador219,Jugador199,Jugador370,Jugador164",Jugador20;Jugador302,,,,
